hotel_id,hotel_name,location,star_rating,user_rating,number_of_reviews,price_per_night,is_luxury,has_wifi,has_breakfast_included,has_free_ca        ncellation,distance_from_city_center,room_availability,booking_count_last_month,cancellation_rate,amenities_score,total_bookings
H18486,Hotel Sagarmatha,Gongabu,5,8.9,483,21878,TRUE,TRUE,TRUE,TRUE,6.1,5,274,0.3,3,6850
H18487,Hotel Sagarmatha,Kalanki,2,9.6,994,2396,FALSE,TRUE,TRUE,TRUE,8.83,41,215,0.44,3,2150
H18488,Hotel Heritage,Durbar Marg,5,6.9,1598,4460,FALSE,TRUE,TRUE,TRUE,8.45,48,53,0.47,3,2544
H18489,Hotel Durbar,Gongabu,1,6.6,1433,5353,FALSE,TRUE,TRUE,TRUE,10.04,6,146,0.31,3,7446
H18490,Hotel Everest,Bhaktapur,4,5.9,1722,19546,TRUE,TRUE,FALSE,TRUE,10.38,51,191,0.19,2,9932
H18491,Hotel Kathmandu,Lazimpat,2,5.9,993,13621,FALSE,TRUE,TRUE,TRUE,5.65,12,137,0.26,3,5069
H18492,Hotel Heritage,Kirtipur,4,6.5,1166,11472,TRUE,TRUE,TRUE,TRUE,10.37,42,99,0.35,3,4356
H18493,Hotel Boutique,Teku,5,9.7,511,8676,FALSE,TRUE,TRUE,TRUE,7.88,19,36,0.27,3,1944
H18494,Hotel Sagarmatha,Lazimpat,3,5.4,1536,5544,TRUE,TRUE,TRUE,TRUE,8.26,4,65,0.14,3,650
H18495,Hotel Everest,Baneshwor,4,6.2,883,4148,TRUE,FALSE,FALSE,TRUE,2.16,58,549,0.31,1,20862
H18496,Hotel Sagarmatha,Chabahil,5,5.4,1110,13272,FALSE,TRUE,TRUE,TRUE,3.02,23,467,0.45,3,25218
H18497,Hotel Royal,Jamal,5,6.3,359,1827,FALSE,TRUE,TRUE,TRUE,8.28,41,147,0.06,3,7497
H18498,Hotel Himalaya,Teku,5,5.4,69,3655,FALSE,TRUE,FALSE,TRUE,3.26,33,263,0.04,2,11309
H18499,Hotel Kathmandu,Chabahil,3,7.4,1488,11337,FALSE,TRUE,TRUE,TRUE,5.93,22,316,0.49,3,12324
H18500,Hotel Boutique,Kalanki,3,7.1,888,24095,TRUE,TRUE,TRUE,TRUE,5.93,8,66,0.4,3,660
H18501,Hotel Valley,Durbar Marg,3,5.8,474,13749,FALSE,TRUE,TRUE,TRUE,2.89,55,365,0.21,3,13505
H18502,Hotel Heritage,Swayambhu,2,5.8,320,9691,FALSE,TRUE,TRUE,TRUE,6.84,25,332,0.02,3,15272
H18503,Hotel Annapurna,Koteshwor,3,8,1124,11870,TRUE,TRUE,TRUE,TRUE,6.81,25,87,0.47,3,2871
H18504,Hotel Valley,Koteshwor,3,6.9,940,10253,FALSE,TRUE,FALSE,TRUE,1.64,17,444,0.4,2,8436
H18505,Hotel Sagarmatha,Patan,3,5.3,974,8525,FALSE,TRUE,TRUE,TRUE,4.64,35,393,0.31,3,14148
H18506,Hotel Boutique,Maharajgunj,4,9.4,1331,14553,FALSE,FALSE,TRUE,TRUE,4.45,16,497,0.4,2,20377
H18507,Hotel Boutique,Jamal,3,6.9,1358,22554,FALSE,TRUE,TRUE,TRUE,6.79,51,478,0.32,3,10038
H18508,Hotel Boutique,Sankhamul,2,7.8,289,4496,FALSE,TRUE,FALSE,TRUE,9.02,4,301,0.34,2,16254
H18509,Hotel Annapurna,Baneshwor,5,9.2,720,23478,FALSE,TRUE,FALSE,TRUE,0.32,5,192,0.45,2,2496
H18510,Hotel Himalaya,Patan,4,6.9,976,5222,FALSE,TRUE,TRUE,TRUE,1.68,33,310,0.21,3,15190
H18511,Hotel Boutique,Maharajgunj,1,8.9,1151,19373,FALSE,TRUE,TRUE,TRUE,3.69,52,67,0.27,3,2345
H18512,Hotel Annapurna,Jamal,3,9.4,704,11716,FALSE,TRUE,TRUE,TRUE,9.74,30,69,0.39,3,1725
H18513,Hotel Himalaya,Patan,5,5.8,919,23963,FALSE,TRUE,TRUE,TRUE,5.82,36,223,0.14,3,4237
H18514,Hotel Annapurna,Boudha,5,9.3,576,22888,FALSE,TRUE,TRUE,TRUE,6.18,19,534,0.3,3,16554
H18515,Hotel Kathmandu,Swayambhu,4,5.6,280,5180,FALSE,TRUE,TRUE,TRUE,4.97,55,22,0.18,3,308
H18516,Hotel Boutique,Chabahil,1,6.3,1550,2382,FALSE,TRUE,TRUE,TRUE,5.04,57,591,0.03,3,19503
H18517,Hotel Sagarmatha,Baneshwor,2,8.9,1134,15362,FALSE,TRUE,TRUE,TRUE,11.73,54,586,0.09,3,22268
H18518,Hotel Valley,Lazimpat,5,9.3,1421,5167,TRUE,TRUE,FALSE,TRUE,10.79,11,183,0.07,2,8052
H18519,Hotel Kathmandu,Chabahil,5,8.3,1319,20550,FALSE,TRUE,TRUE,TRUE,8.74,58,225,0.28,3,5175
H18520,Hotel Sagarmatha,Chabahil,5,5.5,989,20019,FALSE,TRUE,TRUE,TRUE,3.96,10,552,0.07,3,7728
H18521,Hotel Everest,Kirtipur,5,7.5,1086,6545,FALSE,TRUE,TRUE,TRUE,6.21,29,550,0.28,3,20350
H18522,Hotel Valley,Kalanki,4,7.7,1763,22593,FALSE,TRUE,FALSE,TRUE,8.3,49,275,0.37,2,4950
H18523,Hotel Boutique,Kalanki,1,6.4,850,16581,FALSE,TRUE,TRUE,TRUE,4.8,39,126,0.32,3,4662
H18524,Hotel Kathmandu,Bhaktapur,5,9.8,1831,16953,TRUE,TRUE,TRUE,TRUE,6.34,13,485,0.38,3,23280
H18525,Hotel Valley,Gongabu,2,6.6,1013,10427,FALSE,TRUE,TRUE,TRUE,1.83,55,399,0.25,3,15162
H18526,Hotel Heritage,Maharajgunj,2,6,249,11822,TRUE,TRUE,FALSE,TRUE,1.21,45,302,0.37,2,14194
H18527,Hotel Everest,Bhaktapur,3,5.5,1247,22766,FALSE,TRUE,TRUE,FALSE,2.09,20,490,0.4,2,7350
H18528,Hotel Royal,Swayambhu,5,6.8,1649,4983,FALSE,TRUE,TRUE,TRUE,9.09,22,510,0.13,3,28050
H18529,Hotel Everest,Teku,5,8.3,370,18789,FALSE,TRUE,FALSE,TRUE,2.36,35,195,0.43,2,9750
H18530,Hotel Durbar,Baneshwor,5,6.1,1397,7200,FALSE,TRUE,TRUE,TRUE,11.1,4,162,0.47,3,5346
H18531,Hotel Royal,Patan,5,8.7,743,15761,FALSE,TRUE,TRUE,TRUE,4.49,45,501,0.37,3,28557
H18532,Hotel Royal,Koteshwor,5,5.6,861,23126,FALSE,TRUE,TRUE,TRUE,2.11,45,375,0.49,3,22125
H18533,Hotel Kathmandu,Thamel,2,7.1,869,24095,FALSE,TRUE,TRUE,TRUE,9.92,2,254,0.04,3,13970
H18534,Hotel Himalaya,Durbar Marg,1,8.4,710,19268,FALSE,TRUE,FALSE,TRUE,5.53,31,318,0.08,2,11130
H18535,Hotel Valley,Kirtipur,1,5.6,1360,14319,FALSE,TRUE,TRUE,TRUE,4.72,27,452,0.45,3,8136
H18536,Hotel Heritage,Bhaktapur,3,7.9,845,16590,TRUE,TRUE,FALSE,TRUE,4.02,3,119,0.03,2,2737
H18537,Hotel Heritage,Maharajgunj,2,8.8,1509,14497,TRUE,TRUE,TRUE,TRUE,4.03,51,381,0.3,3,11430
H18538,Hotel Durbar,Boudha,5,7.9,832,22556,TRUE,TRUE,TRUE,TRUE,7.99,38,89,0.14,3,4717
H18539,Hotel Valley,Thamel,1,7.5,1644,3184,FALSE,TRUE,FALSE,TRUE,6.53,25,410,0.23,2,8200
H18540,Hotel Everest,Swayambhu,4,9,106,23701,TRUE,TRUE,FALSE,TRUE,5.66,57,373,0.2,2,8579
H18541,Hotel Sagarmatha,Koteshwor,4,9.7,336,8003,FALSE,TRUE,TRUE,TRUE,5.42,30,211,0.1,3,8862
H18542,Hotel Everest,Lazimpat,4,5.9,82,9410,TRUE,TRUE,TRUE,TRUE,1.79,9,345,0.3,3,16905
H18543,Hotel Kathmandu,Teku,5,8.3,1003,8430,FALSE,TRUE,TRUE,TRUE,9.95,11,557,0.11,3,26736
H18544,Hotel Royal,Koteshwor,5,5.4,1289,5350,FALSE,TRUE,TRUE,TRUE,11.13,16,507,0.21,3,29406
H18545,Hotel Valley,Sankhamul,3,5.2,1776,14898,FALSE,TRUE,FALSE,TRUE,9.65,54,132,0.39,2,4752
H18546,Hotel Heritage,Bhaktapur,3,6.3,1203,7367,FALSE,TRUE,TRUE,TRUE,5.47,52,452,0.34,3,22148
H18547,Hotel Durbar,Patan,3,9.7,1003,22083,FALSE,TRUE,TRUE,FALSE,11.67,45,138,0.33,2,4554
H18548,Hotel Everest,Durbar Marg,4,7.7,342,10378,TRUE,TRUE,TRUE,TRUE,7.46,7,261,0.26,3,6264
H18549,Hotel Royal,Maharajgunj,5,6.3,1190,2733,FALSE,TRUE,TRUE,TRUE,9.31,10,19,0.1,3,988
H18550,Hotel Sagarmatha,Lazimpat,4,5.6,1452,13988,FALSE,TRUE,TRUE,FALSE,8.92,7,405,0.23,2,22680
H18551,Hotel Durbar,Bhaktapur,3,9.4,1974,20351,TRUE,TRUE,TRUE,FALSE,8.52,29,318,0.24,2,4452
H18552,Hotel Himalaya,Thamel,5,6.7,467,17456,TRUE,TRUE,TRUE,TRUE,7.74,53,331,0.11,3,5627
H18553,Hotel Boutique,Kirtipur,2,6.5,743,22377,FALSE,TRUE,TRUE,TRUE,2.62,18,108,0.3,3,1944
H18554,Hotel Everest,Patan,1,9.1,885,7117,TRUE,TRUE,TRUE,TRUE,3.6,17,516,0.26,3,7740
H18555,Hotel Sagarmatha,Sankhamul,1,7.9,867,6042,FALSE,TRUE,TRUE,TRUE,10.65,56,199,0.17,3,4975
H18556,Hotel Royal,Durbar Marg,3,5.8,108,9061,TRUE,TRUE,TRUE,TRUE,2.24,7,102,0.11,3,1530
H18557,Hotel Himalaya,Kalanki,4,7,741,18014,FALSE,TRUE,TRUE,TRUE,1.91,15,599,0.08,3,26955
H18558,Hotel Sagarmatha,Baluwatar,2,9.5,934,12034,FALSE,TRUE,FALSE,TRUE,3.48,25,290,0.44,2,14790
H18559,Hotel Sagarmatha,Teku,5,9.3,253,22987,FALSE,TRUE,TRUE,TRUE,4.41,20,502,0.47,3,14558
H18560,Hotel Annapurna,Teku,4,5.3,1999,1877,FALSE,TRUE,TRUE,TRUE,6.68,47,214,0.41,3,5778
H18561,Hotel Durbar,Koteshwor,3,6.3,1804,21677,FALSE,TRUE,TRUE,TRUE,7.31,41,475,0.3,3,11875
H18562,Hotel Kathmandu,Boudha,4,5.7,1510,10642,FALSE,TRUE,FALSE,TRUE,9.51,50,231,0.48,2,5082
H18563,Hotel Himalaya,Patan,3,7.6,1474,3540,FALSE,TRUE,TRUE,TRUE,0.97,6,205,0.24,3,4920
H18564,Hotel Himalaya,Durbar Marg,1,8.6,1227,1081,FALSE,TRUE,TRUE,TRUE,2.58,42,69,0.03,3,3036
H18565,Hotel Everest,Koteshwor,1,6.4,1408,18715,FALSE,TRUE,TRUE,TRUE,6.11,1,483,0.19,3,9177
H18566,Hotel Heritage,Thamel,4,8.6,671,10914,FALSE,TRUE,FALSE,TRUE,3.08,20,18,0.1,2,954
H18567,Hotel Royal,Sankhamul,2,8.2,1015,8955,FALSE,TRUE,FALSE,FALSE,10.49,3,352,0.35,1,10208
H18568,Hotel Everest,Teku,5,8.5,376,16923,TRUE,TRUE,TRUE,TRUE,7.72,52,115,0.16,3,4600
H18569,Hotel Boutique,Baneshwor,3,9.6,1188,15836,FALSE,TRUE,TRUE,TRUE,5.93,25,552,0.24,3,13800
H18570,Hotel Durbar,Teku,5,7,508,17740,FALSE,TRUE,TRUE,TRUE,0.11,20,476,0.47,3,20468
H18571,Hotel Kathmandu,Thamel,1,6.6,1567,10511,TRUE,TRUE,TRUE,TRUE,10.32,10,544,0.5,3,9248
H18572,Hotel Sagarmatha,Durbar Marg,2,8.3,1491,1579,FALSE,TRUE,TRUE,TRUE,5.58,48,264,0.27,3,6336
H18573,Hotel Himalaya,Sankhamul,2,8.9,1661,13587,FALSE,TRUE,TRUE,TRUE,6.42,58,585,0.14,3,9360
H18574,Hotel Heritage,Jamal,5,5.9,122,1645,TRUE,TRUE,TRUE,TRUE,8.41,58,484,0.23,3,5808
H18575,Hotel Sagarmatha,Kirtipur,1,9.1,954,16702,FALSE,TRUE,FALSE,TRUE,11.26,11,149,0.44,2,4470
H18576,Hotel Durbar,Baneshwor,5,5.3,1756,7263,FALSE,TRUE,TRUE,TRUE,1.98,41,380,0.13,3,5320
H18577,Hotel Everest,Sankhamul,4,5,1057,16928,FALSE,TRUE,TRUE,TRUE,0.95,11,382,0.04,3,22538
H18578,Hotel Durbar,Boudha,2,5.8,292,11823,FALSE,TRUE,TRUE,TRUE,1.55,27,425,0.41,3,17000
H18579,Hotel Valley,Bhaktapur,2,9.7,1325,9499,FALSE,TRUE,TRUE,TRUE,8.91,39,450,0.27,3,13950
H18580,Hotel Sagarmatha,Patan,4,7.5,1396,1233,FALSE,TRUE,TRUE,TRUE,1.64,46,478,0.45,3,10516
H18581,Hotel Himalaya,Koteshwor,1,5.2,410,18418,TRUE,TRUE,TRUE,TRUE,6.06,49,118,0.35,3,6018
H18582,Hotel Boutique,Baluwatar,2,9.8,577,13930,FALSE,TRUE,FALSE,TRUE,8.51,44,224,0.03,2,12544
H18583,Hotel Boutique,Teku,3,8.6,1299,16246,FALSE,TRUE,FALSE,TRUE,8.58,13,416,0.4,2,22464
H18584,Hotel Heritage,Teku,3,9,1087,7017,TRUE,TRUE,TRUE,TRUE,4.94,40,185,0.1,3,8510
H18585,Hotel Himalaya,Kalanki,1,6,1882,6121,TRUE,TRUE,TRUE,TRUE,8.41,59,158,0.07,3,9164
H18586,Hotel Heritage,Koteshwor,4,5.5,1653,16096,FALSE,TRUE,TRUE,TRUE,11.41,19,90,0.29,3,1530
H18587,Hotel Boutique,Teku,5,7.5,723,2735,TRUE,TRUE,TRUE,TRUE,0.43,28,231,0.23,3,9933
H18588,Hotel Himalaya,Baluwatar,1,8.7,1747,5277,FALSE,TRUE,TRUE,TRUE,8.09,39,32,0.16,3,1024
H18589,Hotel Himalaya,Koteshwor,5,8.1,431,1941,FALSE,TRUE,FALSE,TRUE,6.32,9,388,0.3,2,10476
H18590,Hotel Everest,Thamel,1,8,858,1349,FALSE,TRUE,FALSE,TRUE,2.63,50,538,0.37,2,6994
H18591,Hotel Everest,Sankhamul,3,8.6,1928,2405,FALSE,TRUE,TRUE,FALSE,3.76,52,342,0.25,2,7524
H18592,Hotel Royal,Bhaktapur,4,6.1,1507,8464,FALSE,TRUE,TRUE,TRUE,10.06,26,377,0.4,3,14703
H18593,Hotel Durbar,Lazimpat,3,8.2,1763,14508,TRUE,FALSE,TRUE,FALSE,7.08,32,73,0.22,1,3723
H18594,Hotel Himalaya,Thamel,4,6.9,1276,12819,TRUE,TRUE,TRUE,TRUE,0.27,53,257,0.25,3,13107
H18595,Hotel Annapurna,Kirtipur,5,5.3,1387,2545,FALSE,FALSE,FALSE,TRUE,11.59,39,527,0.28,1,7378
H18596,Hotel Everest,Sankhamul,1,6,1421,21704,FALSE,TRUE,TRUE,TRUE,8.03,35,220,0.16,3,8800
H18597,Hotel Heritage,Lazimpat,2,8.8,1211,19130,TRUE,TRUE,TRUE,TRUE,5.37,16,447,0.19,3,23244
H18598,Hotel Everest,Maharajgunj,2,9.3,484,8896,FALSE,TRUE,FALSE,TRUE,8.58,42,177,0.26,2,9027
H18599,Hotel Kathmandu,Chabahil,4,6.4,1606,18738,FALSE,TRUE,TRUE,TRUE,2.53,42,532,0.44,3,17024
H18600,Hotel Boutique,Gongabu,4,5.9,414,12824,FALSE,TRUE,TRUE,TRUE,3.2,58,167,0.28,3,9853
H18601,Hotel Royal,Chabahil,3,5.1,45,8330,FALSE,TRUE,TRUE,TRUE,1.91,59,195,0.06,3,10725
H18602,Hotel Himalaya,Durbar Marg,2,9.5,367,5288,TRUE,TRUE,TRUE,TRUE,4.83,25,520,0.37,3,26000
H18603,Hotel Himalaya,Bhaktapur,3,8.3,567,22150,TRUE,TRUE,TRUE,TRUE,10.87,57,552,0.26,3,32568
H18604,Hotel Everest,Swayambhu,5,9.6,1640,23341,FALSE,FALSE,TRUE,TRUE,4.72,46,342,0.21,2,9918
H18605,Hotel Valley,Jamal,2,9.1,1360,13236,TRUE,TRUE,FALSE,FALSE,3.53,45,493,0.35,1,16269
H18606,Hotel Everest,Durbar Marg,5,6.6,1077,7835,FALSE,TRUE,TRUE,TRUE,8.47,7,353,0.09,3,18356
H18607,Hotel Kathmandu,Baneshwor,1,5.5,329,3585,FALSE,TRUE,TRUE,TRUE,10.45,5,206,0.39,3,3296
H18608,Hotel Royal,Jamal,3,7.4,747,22091,FALSE,TRUE,TRUE,TRUE,3.01,59,270,0.36,3,4320
H18609,Hotel Royal,Durbar Marg,4,5.1,667,1900,TRUE,TRUE,TRUE,TRUE,9.71,57,524,0.1,3,28296
H18610,Hotel Himalaya,Durbar Marg,2,5.7,481,14934,TRUE,TRUE,TRUE,TRUE,3.73,39,319,0.42,3,17545
H18611,Hotel Boutique,Bhaktapur,3,6.1,1302,20725,FALSE,TRUE,FALSE,TRUE,3.04,49,260,0.1,2,12480
H18612,Hotel Royal,Teku,4,8.2,534,17511,FALSE,TRUE,TRUE,TRUE,5.73,31,245,0.34,3,6615
H18613,Hotel Sagarmatha,Chabahil,1,7.4,34,19059,FALSE,TRUE,TRUE,TRUE,0.89,5,407,0.19,3,14652
H18614,Hotel Boutique,Kirtipur,2,6.5,1806,19161,FALSE,TRUE,TRUE,TRUE,10.36,27,243,0.38,3,7047
H18615,Hotel Boutique,Bhaktapur,5,7.7,649,6165,FALSE,TRUE,FALSE,TRUE,10.5,17,262,0.04,2,11004
H18616,Hotel Everest,Maharajgunj,1,5.6,1584,11687,FALSE,TRUE,TRUE,TRUE,8.16,37,192,0.13,3,4992
H18617,Hotel Heritage,Sankhamul,4,8.6,1190,17967,FALSE,TRUE,TRUE,TRUE,3.7,5,19,0.24,3,627
H18618,Hotel Royal,Teku,2,8.4,885,2466,FALSE,TRUE,TRUE,FALSE,2.08,9,103,0.36,2,2884
H18619,Hotel Heritage,Boudha,2,6,1218,9694,FALSE,TRUE,TRUE,TRUE,8.42,12,372,0.31,3,20832
H18620,Hotel Royal,Koteshwor,1,7.9,183,7750,TRUE,TRUE,TRUE,TRUE,1.33,38,127,0.48,3,3175
H18621,Hotel Boutique,Jamal,2,7.4,1962,2155,TRUE,TRUE,TRUE,TRUE,4.99,13,388,0.28,3,3880
H18622,Hotel Boutique,Chabahil,4,5.3,1427,8960,FALSE,TRUE,TRUE,TRUE,1.16,32,267,0.16,3,8544
H18623,Hotel Himalaya,Lazimpat,1,6.3,195,18319,TRUE,TRUE,TRUE,TRUE,5.17,31,193,0.22,3,2316
H18624,Hotel Durbar,Kirtipur,5,9.8,1314,11783,TRUE,TRUE,TRUE,FALSE,1.7,16,295,0.05,2,16225
H18625,Hotel Everest,Lazimpat,1,5.5,1010,17739,FALSE,TRUE,TRUE,FALSE,0.48,16,585,0.07,2,26910
H18626,Hotel Heritage,Baluwatar,1,7.4,1619,19378,FALSE,TRUE,TRUE,TRUE,5.45,36,181,0.26,3,2172
H18627,Hotel Valley,Kalanki,5,9.1,1328,6156,FALSE,TRUE,TRUE,TRUE,6.86,0,6,0.49,3,312
H18628,Hotel Durbar,Patan,4,6.4,537,23665,FALSE,TRUE,TRUE,TRUE,5.33,50,166,0.13,3,5146
H18629,Hotel Boutique,Kirtipur,3,6.3,1221,10637,TRUE,TRUE,FALSE,TRUE,2.2,0,496,0.39,2,28768
H18630,Hotel Sagarmatha,Durbar Marg,3,9.3,1445,11851,TRUE,TRUE,TRUE,TRUE,1.02,54,551,0.19,3,23142
H18631,Hotel Himalaya,Maharajgunj,5,6.5,981,24793,FALSE,TRUE,FALSE,TRUE,1.6,23,304,0.03,2,7600
H18632,Hotel Himalaya,Patan,4,8.1,693,6364,FALSE,TRUE,TRUE,TRUE,8.75,19,238,0.09,3,11186
H18633,Hotel Everest,Baluwatar,2,8.6,195,12472,FALSE,TRUE,TRUE,FALSE,0.29,40,139,0.31,2,8201
H18634,Hotel Boutique,Maharajgunj,5,8.8,1577,4974,FALSE,TRUE,TRUE,FALSE,10.37,39,299,0.12,2,16146
H18635,Hotel Himalaya,Lazimpat,3,9.8,584,19888,FALSE,TRUE,FALSE,TRUE,10.1,38,345,0.43,2,16905
H18636,Hotel Boutique,Chabahil,4,8.9,1894,19530,TRUE,TRUE,TRUE,TRUE,10.58,10,509,0.19,3,11707
H18637,Hotel Sagarmatha,Sankhamul,1,8.2,1334,8304,FALSE,FALSE,TRUE,TRUE,10.56,24,247,0.12,2,14079
H18638,Hotel Boutique,Kalanki,4,9.3,318,2210,FALSE,TRUE,FALSE,TRUE,8.04,25,102,0.39,2,3570
H18639,Hotel Annapurna,Bhaktapur,4,9.3,1222,23563,FALSE,FALSE,TRUE,TRUE,10.18,34,264,0.09,2,6072
H18640,Hotel Valley,Chabahil,3,9.7,1851,9821,TRUE,TRUE,FALSE,TRUE,8.79,27,88,0.48,2,2728
H18641,Hotel Kathmandu,Baneshwor,3,8.7,1444,11909,TRUE,TRUE,TRUE,TRUE,3.67,17,535,0.13,3,27820
H18642,Hotel Durbar,Sankhamul,2,5.9,547,22266,FALSE,TRUE,TRUE,TRUE,9.09,9,125,0.41,3,6500
H18643,Hotel Royal,Sankhamul,2,8.4,1420,7824,FALSE,TRUE,FALSE,TRUE,7.43,52,47,0.26,2,1880
H18644,Hotel Heritage,Kalanki,5,5.4,867,7198,FALSE,TRUE,TRUE,TRUE,0.43,47,68,0.37,3,3740
H18645,Hotel Boutique,Gongabu,1,6.5,1584,2107,TRUE,TRUE,TRUE,TRUE,9.46,25,341,0.08,3,8184
H18646,Hotel Heritage,Jamal,2,5.6,202,12269,TRUE,TRUE,TRUE,TRUE,10.46,56,275,0.11,3,8800
H18647,Hotel Annapurna,Baluwatar,3,9.6,1196,5986,FALSE,TRUE,TRUE,TRUE,6.26,17,47,0.11,3,1457
H18648,Hotel Sagarmatha,Patan,4,6.6,62,4434,FALSE,TRUE,TRUE,TRUE,5.9,33,78,0.08,3,1404
H18649,Hotel Annapurna,Koteshwor,5,8.4,484,9023,FALSE,TRUE,TRUE,TRUE,5.18,20,536,0.14,3,17688
H18650,Hotel Everest,Jamal,2,7.7,183,12246,FALSE,TRUE,TRUE,TRUE,8.65,40,539,0.42,3,21560
H18651,Hotel Everest,Bhaktapur,4,5.5,1229,20199,FALSE,TRUE,TRUE,TRUE,2.66,40,461,0.38,3,4610
H18652,Hotel Annapurna,Baneshwor,4,7.7,1244,8061,FALSE,FALSE,TRUE,TRUE,9.31,57,578,0.16,2,28900
H18653,Hotel Kathmandu,Lazimpat,2,8.2,1823,19419,FALSE,TRUE,TRUE,TRUE,3.58,35,503,0.19,3,23641
H18654,Hotel Boutique,Maharajgunj,1,9.2,709,7807,FALSE,TRUE,TRUE,TRUE,3.21,27,578,0.37,3,30634
H18655,Hotel Royal,Baneshwor,1,5.3,399,7973,FALSE,TRUE,TRUE,FALSE,9.73,56,334,0.41,2,7348
H18656,Hotel Valley,Jamal,5,6.4,1341,1169,FALSE,TRUE,FALSE,TRUE,2.18,43,441,0.22,2,22491
H18657,Hotel Durbar,Jamal,1,8.3,466,13949,FALSE,TRUE,TRUE,TRUE,10.36,16,321,0.37,3,6420
H18658,Hotel Kathmandu,Sankhamul,5,5.2,1364,15545,FALSE,TRUE,TRUE,TRUE,11.74,8,569,0.29,3,7966
H18659,Hotel Boutique,Kalanki,3,6,1759,14199,FALSE,TRUE,TRUE,TRUE,3.91,42,400,0.5,3,6000
H18660,Hotel Valley,Kirtipur,2,6,1528,15476,FALSE,TRUE,TRUE,TRUE,11.14,22,536,0.35,3,21440
H18661,Hotel Annapurna,Maharajgunj,4,8.2,1362,9823,FALSE,TRUE,TRUE,TRUE,6.84,24,541,0.37,3,14066
H18662,Hotel Annapurna,Thamel,5,6.4,1062,9996,FALSE,TRUE,TRUE,TRUE,3.19,42,32,0.42,3,1312
H18663,Hotel Heritage,Kirtipur,1,7.9,1716,22399,TRUE,TRUE,TRUE,TRUE,5.49,25,532,0.08,3,18620
H18664,Hotel Kathmandu,Koteshwor,5,9.6,131,15972,FALSE,TRUE,TRUE,TRUE,9.62,52,172,0.19,3,10148
H18665,Hotel Boutique,Teku,5,8.8,1491,24281,FALSE,TRUE,TRUE,TRUE,8.03,21,587,0.25,3,23480
H18666,Hotel Durbar,Baneshwor,1,6.6,427,15035,FALSE,TRUE,TRUE,TRUE,5.99,48,366,0.08,3,13176
H18667,Hotel Kathmandu,Boudha,1,7.3,168,4034,FALSE,TRUE,TRUE,TRUE,3.16,17,214,0.19,3,12198
H18668,Hotel Durbar,Durbar Marg,2,6,607,14328,FALSE,TRUE,TRUE,TRUE,8.74,48,399,0.35,3,13965
H18669,Hotel Everest,Koteshwor,4,5.1,1847,12279,FALSE,TRUE,TRUE,TRUE,3.83,0,516,0.13,3,14448
H18670,Hotel Valley,Thamel,2,6.4,525,21864,TRUE,TRUE,TRUE,TRUE,4.04,38,433,0.25,3,7794
H18671,Hotel Boutique,Boudha,2,6.8,1035,20796,TRUE,TRUE,TRUE,TRUE,8.99,13,278,0.08,3,15568
H18672,Hotel Annapurna,Sankhamul,1,7.7,1678,5988,FALSE,TRUE,TRUE,TRUE,6.75,28,218,0.07,3,3706
H18673,Hotel Everest,Gongabu,1,9.5,1335,8130,FALSE,TRUE,FALSE,TRUE,2.31,50,191,0.19,2,2674
H18674,Hotel Sagarmatha,Patan,4,9.5,1112,16104,TRUE,TRUE,TRUE,TRUE,8.28,14,474,0.37,3,24648
H18675,Hotel Valley,Jamal,5,5.3,668,4869,TRUE,TRUE,TRUE,TRUE,3.17,47,266,0.27,3,7980
H18676,Hotel Valley,Boudha,2,8,687,23483,FALSE,TRUE,FALSE,FALSE,9.15,46,354,0.32,1,11328
H18677,Hotel Everest,Bhaktapur,4,5.2,324,1791,FALSE,TRUE,TRUE,TRUE,5.8,14,252,0.21,3,7056
H18678,Hotel Royal,Baluwatar,2,8.1,1783,13333,FALSE,TRUE,TRUE,TRUE,7.18,45,378,0.3,3,21924
H18679,Hotel Durbar,Kalanki,5,5.6,337,11743,TRUE,TRUE,TRUE,FALSE,7.25,16,509,0.25,2,30031
H18680,Hotel Sagarmatha,Maharajgunj,2,9.5,285,4841,FALSE,TRUE,TRUE,TRUE,1.85,16,290,0.2,3,5510
H18681,Hotel Sagarmatha,Kirtipur,3,9.1,725,4356,FALSE,TRUE,TRUE,TRUE,7.84,38,434,0.02,3,22134
H18682,Hotel Sagarmatha,Sankhamul,4,5.1,461,8522,FALSE,TRUE,TRUE,TRUE,10.42,26,498,0.42,3,21912
H18683,Hotel Himalaya,Sankhamul,1,8.8,1598,5925,TRUE,TRUE,FALSE,TRUE,10.71,59,405,0.48,2,12960
H18684,Hotel Durbar,Boudha,2,8.1,495,11764,FALSE,TRUE,TRUE,TRUE,8.29,30,225,0.27,3,10575
H18685,Hotel Sagarmatha,Thamel,4,7.4,1140,22458,TRUE,TRUE,TRUE,TRUE,11.63,36,463,0.23,3,16668
H18686,Hotel Heritage,Teku,4,7.9,576,13096,FALSE,TRUE,TRUE,TRUE,7.22,44,374,0.38,3,16830
H18687,Hotel Heritage,Kalanki,2,8.3,255,7700,FALSE,TRUE,TRUE,TRUE,3.13,15,495,0.02,3,19305
H18688,Hotel Boutique,Kirtipur,1,9.2,944,3094,TRUE,FALSE,FALSE,TRUE,7.96,0,514,0.08,1,23130
H18689,Hotel Durbar,Sankhamul,1,8.7,898,13815,TRUE,TRUE,TRUE,TRUE,10.92,55,216,0.15,3,7992
